name,Type,a (AU) ,e ,Value ($),Est. Profit ($),Δv (km/s),MOID (AU) ,Group
Arizona,S,2.795,0.125,0,0,10.956,1.47097,MBA
Ambrosia,Sk,2.603,0.297,0,0,,0.889542,MBA
Barcelona,Sq,2.636,0.163,0,0,13.967,1.23024,MBA
Photographica,Sl,2.215,0.041,0,0,9.08,1.13169,MBA
Musa,S,2.661,0.056,0,0,10.407,1.51488,MBA
Agnia,S,2.782,0.096,0,0,9.956,1.5244,MBA
Lysistrata,Sl,2.542,0.095,0,0,10.499,1.29008,MBA
Gabriella,S,2.537,0.106,0,0,9.508,1.28959,MBA
Tea,S,2.183,0.109,0,0,8.742,0.939155,MBA
Dresda,S,2.887,0.078,0,0,,1.66398,MBA
Garumna,Sq,2.722,0.167,0,0,,1.28384,MBA
Taurinensis,S,2.189,0.254,0,0,8.218,0.651093,MCA
Italia,S,2.416,0.188,0,0,8.888,0.954584,MBA
Xenia,Sa,2.644,0.228,0,0,9.695,1.03216,MBA
Komppa,Ld,2.699,0.096,0,0,10.518,1.48792,MBA
Esther,S,2.414,0.243,0,0,8.817,0.856782,MBA
Zeelandia,S,2.849,0.065,0,0,10.227,1.64977,MBA
Montana,S,2.535,0.061,0,0,9.725,1.36883,MBA
Otthild,S,2.529,0.116,0,0,10.518,1.23219,MBA
Berkeley,S,2.815,0.086,0,0,10.368,1.58188,MBA
Jose,S,2.86,0.08,0,0,10.17,1.63418,MBA
Gelria,S,2.741,0.107,0,0,10.031,1.459,MBA
Eliane,S,2.617,0.173,0,0,10.238,1.15143,MBA
Kenya,S,2.405,0.263,0,0,8.895,0.787443,MBA
Celestia,S,2.694,0.208,0,0,13.983,1.27527,MBA
Laplace,S,2.646,0.116,0,0,10.258,1.37853,MBA
Schilt,S,2.548,0.172,0,0,10.08,1.12684,MBA
Dawn,S,2.869,0.027,0,0,10.428,1.7732,MBA
Shura,Sq,2.78,0.074,0,0,10.316,1.56672,MBA
Mineura,S,2.627,0.18,0,0,9.979,1.18132,MBA
Pawona,Sl,2.426,0.042,0,0,9.615,1.32797,MBA
Bohrmann,S,2.854,0.058,0,0,10.236,1.67566,MBA
Delvaux,S,2.87,0.046,0,0,10.308,1.72121,MBA
Ilmari,S,2.627,0.079,0,0,10.111,1.4272,MBA
Rosselia,Sa,2.857,0.089,0,0,10.121,1.60295,MBA
Hoffmann,Sr,2.743,0.172,0,0,9.571,1.27926,MBA
Michel,Sl,2.792,0.137,0,0,9.95,1.42686,MBA
Hill,S,2.752,0.066,0,0,10.575,1.58951,MBA
Proserpina,S,2.654,0.09,0,0,,1.40287,MBA
Cetacea,Sq,2.534,0.156,0,0,10.306,1.20081,MBA
Ingeborg,S,2.32,0.305,0,0,10.401,0.644476,MCA
Heidi,S,2.792,0.093,0,0,10.239,1.55134,MBA
Hela,Sq,2.611,0.41,0,0,8.969,0.624487,MCA
Sumoto,S,2.743,0.122,0,0,10.844,1.44221,MBA
Mitaka,S,2.202,0.196,0,0,8.487,0.780079,MBA
Phocaea,S,2.4,0.255,0,0,,0.923495,MBA
Liszt,S,2.794,0.133,0,0,10.124,1.42528,MBA
Guangdong,S,2.71,0.16,0,0,9.925,1.28812,MBA
Ries,Sk,2.772,0.225,0,0,10.511,1.21296,MBA
Scabiosa,S,2.768,0.042,0,0,10.198,1.66215,MBA
Unitas,S,2.358,0.151,0,0,,0.98785,MBA
Gryphia,S,2.199,0.079,0,0,8.833,1.04487,MBA
Renzia,S,2.263,0.294,0,0,7.807,0.585375,MCA
Montefiore,Sl,2.18,0.039,0,0,9.056,1.11094,MBA
Ruperto-Carola,S,2.736,0.328,0,0,8.787,0.856571,MBA
Per Brahe,S,2.725,0.183,0,0,9.49,1.21543,MBA
Bauersfelda,S,2.906,0.1,0,0,10.158,1.62924,MBA
Manto,S,2.321,0.265,0,0,8.298,0.693023,MBA
Korhonen,S,2.608,0.124,0,0,10.519,1.29484,MBA
Grieve,S,2.605,0.383,0,0,11.369,0.771281,MCA
Talbot,S,2.764,0.136,0,0,11.431,1.4014,MBA
Thomsen,S,2.179,0.33,0,0,7.513,0.443941,MCA
Barbara,Ld,2.386,0.245,0,0,,0.791683,MBA
Massevitch,R,2.744,0.072,0,0,10.758,1.57964,MBA
Tynka,S,2.199,0.208,0,0,8.247,0.728105,MBA
Stavropolis,S,2.271,0.232,0,0,8.239,0.728039,MBA
Tanina,S,2.226,0.075,0,0,8.909,1.05521,MBA
Ashbrook,S,2.783,0.112,0,0,10.203,1.47503,MBA
Szmytowna,S,2.939,0.116,0,0,10.139,1.60997,MBA
Mehltretter,S,2.741,0.112,0,0,9.878,1.42179,MBA
Amundsenia,S,2.36,0.297,0,0,8.363,0.646392,MCA
Tsvetaeva,S,2.745,0.201,0,0,9.696,1.22513,MBA
Sanenobufukui,S,2.801,0.092,0,0,10.261,1.56138,MBA
Plovdiv,S,2.807,0.153,0,0,10.002,1.3732,MBA
Kotka,S,2.746,0.196,0,0,9.736,1.24386,MBA
Geramtina,S,2.796,0.171,0,0,9.902,1.34662,MBA
King,S,2.786,0.031,0,0,10.499,1.7015,MBA
Gothlandia,S,2.19,0.181,0,0,8.347,0.793823,MBA
West,S,2.707,0.118,0,0,9.844,1.39817,MBA
Alva,S,2.805,0.113,0,0,9.993,1.47973,MBA
Vysheslavia,S,2.829,0.021,0,0,10.344,1.75222,MBA
Bruce Helin,Sl,2.362,0.215,0,0,11.09,0.918053,MBA
Simferopol,Sl,2.804,0.13,0,0,9.968,1.43341,MBA
Jaroslawa,S,2.218,0.241,0,0,8.15,0.681893,MBA
Ukyounodaibu,S,2.81,0.216,0,0,9.868,1.24132,MBA
Kahrstedt,Sa,2.547,0.153,0,0,9.506,1.18908,MBA
Miahelena,S,2.792,0.098,0,0,10.371,1.53135,MBA
Gaspra,S,2.21,0.174,0,0,8.402,0.83209,MBA
Cydonia,S,2.596,0.126,0,0,10.266,1.29236,MBA
Echo,S,2.392,0.185,0,0,,0.971724,MBA
Universitas,S,2.216,0.154,0,0,8.584,0.877864,MBA
Naudts,Sl,2.762,0.059,0,0,10.251,1.58862,MBA
Tokiwagozen,S,2.744,0.058,0,0,11.305,1.56836,MBA
Grubba,S,2.196,0.188,0,0,8.274,0.774312,MBA
Nikonov,S,2.814,0.159,0,0,10.06,1.36481,MBA
Azalea,S,2.23,0.178,0,0,8.501,0.821521,MBA
Gehrels,Sq,2.627,0.018,0,0,10.044,1.59783,MBA
Dollfus,S,2.723,0.153,0,0,9.898,1.29659,MBA
Marshak,Sa,2.387,0.233,0,0,9.516,0.843541,MBA
Dulcinea,S,2.409,0.244,0,0,8.568,0.827709,MBA
Hildegard,Sl,2.731,0.371,0,0,8.834,0.72066,MBA
Zu Chong-Zhi,S,2.548,0.167,0,0,9.309,1.14512,MBA
Kyoto,S,2.76,0.198,0,0,9.957,1.22813,MBA
Huygens,S,2.802,0.171,0,0,10.018,1.32755,MBA
Vojislava,Sl,2.529,0.186,0,0,9.746,1.07229,MBA
Algunde,S,2.239,0.113,0,0,8.778,0.971351,MBA
Flagstaff,S,2.546,0.221,0,0,9.051,1.01045,MBA
Christy Carol,S,2.542,0.158,0,0,9.374,1.16568,MBA
Tito,S,2.544,0.314,0,0,8.712,0.762564,MBA
Lee,V,2.344,0.1,0,0,9.296,1.12353,MBA
Wood,S,2.395,0.301,0,0,10.061,0.81984,MBA
Vulkaneifel,S,2.617,0.193,0,0,10.042,1.17019,MBA
Klytaemnestra,Sk,2.976,0.111,0,0,,1.65329,MBA
Kraft,S,2.735,0.255,0,0,13.209,1.06905,MBA
Lecar,S,2.759,0.107,0,0,10.221,1.46716,MBA
Robinson,Sr,2.772,0.139,0,0,10.282,1.39564,MBA
Malzovia,S,2.244,0.173,0,0,8.56,0.848747,MBA
Nuki,S,2.801,0.144,0,0,10.066,1.42368,MBA
Lucretia,S,2.187,0.133,0,0,,0.906903,MBA
Giacconi,Sq,2.738,0.013,0,0,10.688,1.68613,MBA
Tolkien,S,2.213,0.101,0,0,8.726,0.986738,MBA
Herget,S,2.789,0.175,0,0,9.863,1.31135,MBA
Ahrensa,Sa,2.372,0.158,0,0,11.459,1.00525,MBA
Jitka,Sr,2.792,0.057,0,0,10.198,1.65311,MBA
Amenemhet,S,2.715,0.204,0,0,10.262,1.18119,MBA
Atami,S,1.947,0.256,0,0,8.036,0.4704,MCA
Eric,S,2.001,0.449,0,0,7.709,0.194159,AMO
Zhejiang,S,2.797,0.162,0,0,10.06,1.35416,MBA
Ebilson,Sl,2.79,0.035,0,0,10.539,1.67798,MBA
Hakoila,Sq,2.719,0.176,0,0,9.519,1.25401,MBA
DiMaggio,Sa,2.604,0.137,0,0,10.307,1.29374,MBA
Gaviola,Sq,2.76,0.089,0,0,10,1.52162,MBA
Danjon,S,2.269,0.195,0,0,8.771,0.820167,MBA
Casarini,S,2.749,0.249,0,0,9.53,1.06305,MBA
Mount Locke,Sr,2.801,0.131,0,0,10.095,1.42084,MBA
Mikko,S,2.231,0.084,0,0,8.985,1.05923,MBA
Keithnoll,S,2.271,0.302,0,0,8.15,0.619457,MCA
Janesick,S,2.198,0.362,0,0,9.593,0.593034,MCA
Wurm,S,2.236,0.069,0,0,8.977,1.09081,MBA
Chekhov,S,2.782,0.047,0,0,10.181,1.63556,MBA
Plaskett,S,2.805,0.095,0,0,10.347,1.53769,MBA
1991 VZ1,S,2.764,0.064,0,0,10.57,1.61569,MBA
Suzhousanzhong,Sl,2.762,0.067,0,0,10.087,1.58764,MBA
Arcadia,S,2.789,0.044,0,0,10.252,1.65979,MBA
Rosina,S,2.3,0.277,0,0,8.063,0.659274,MCA
1998 WS,Sr,2.655,0.395,0,0,11.307,0.845503,MCA
Parker,Sl,2.35,0.343,0,0,10.001,0.713864,MCA
Byron,S,2.248,0.145,0,0,8.67,0.911019,MBA
Sitarski,Sq,2.753,0.151,0,0,9.744,1.35663,MBA
Principia,V,2.444,0.08,0,0,9.459,1.26238,MBA
Gaffey,Sa,2.872,0.057,0,0,10.293,1.69442,MBA
Roth,S,2.725,0.163,0,0,9.953,1.30986,MBA
Steyaert,S,2.79,0.105,0,0,10.339,1.50451,MBA
Belgica,S,2.236,0.144,0,0,8.655,0.927362,MBA
Kliment Ohridski,Sq,2.931,0.08,0,0,10.251,1.67985,MBA
Laodamia,Sr,2.392,0.351,0,0,7.923,0.568578,MCA
Livesey,S,2.699,0.182,0,0,10.083,1.21033,MBA
1990 TL4,Sq,2.804,0.169,0,0,9.913,1.32745,MBA
Peking,V,2.379,0.056,0,0,9.567,1.24354,MBA
Nancita,S,2.367,0.296,0,0,8.108,0.681142,MBA
Dzhanibekov,S,2.927,0.089,0,0,10.217,1.6861,MBA
Gondolatsch,S,2.226,0.078,0,0,8.966,1.05366,MBA
Sakitama,S,2.707,0.111,0,0,10.381,1.455,MBA
Minamioda,S,2.796,0.151,0,0,10.157,1.38731,MBA
Sawyer Hogg,S,2.795,0.113,0,0,10.638,1.49564,MBA
Anitra,S,2.219,0.128,0,0,8.768,0.953301,MBA
Lagerkvist,S,2.796,0.104,0,0,10.3,1.51697,MBA
1982 VF,Sq,2.74,0.106,0,0,10.164,1.44778,MBA
Robertfrazer,S,2.408,0.34,0,0,9.944,0.744749,MCA
Perkin,S,2.928,0.065,0,0,10.352,1.75477,MBA
Espinette,Sl,2.284,0.278,0,0,8.013,0.635484,MCA
Kampala,S,2.534,0.169,0,0,9.269,1.10351,MBA
Bowen,Sq,2.777,0.102,0,0,9.942,1.50995,MBA
Yeomans,Sr,2.766,0.091,0,0,9.958,1.50287,MBA
Vellamo,S,2.309,0.03,0,0,9.678,1.24344,MBA
Agathe,S,2.202,0.242,0,0,,0.657747,MBA
Tokai,S,2.225,0.069,0,0,8.969,1.09225,MBA
Otila,Sa,2.197,0.171,0,0,8.477,0.805676,MBA
Primula,S,2.56,0.271,0,0,8.732,0.882164,MBA
Slovakia,S,2.226,0.179,0,0,8.394,0.831088,MBA
Ivar,S,1.863,0.397,0,0,6.32,0.11161,AMO
Schaumasse,S,2.237,0.024,0,0,9.164,1.18461,MBA
Erbisbuhl,Sk,2.359,0.376,0,0,9.618,0.640756,MCA
Chivilikhin,S,2.783,0.171,0,0,9.99,1.30085,MBA
Beryl,S,2.23,0.101,0,0,8.763,0.990079,MBA
Ndola,S,2.246,0.162,0,0,8.776,0.865649,MBA
Porzia,S,2.229,0.286,0,0,7.799,0.588352,MCA
Bastian,Sl,2.454,0.168,0,0,9.264,1.07444,MBA
Purkyne,S,2.802,0.091,0,0,10.098,1.56287,MBA
Sax,S,2.753,0.195,0,0,9.662,1.23419,MBA
Kundry,S,2.231,0.11,0,0,8.849,0.998781,MBA
Erin,S,2.543,0.184,0,0,9.219,1.09187,MBA
Barnardiana,S,2.198,0.142,0,0,8.575,0.874361,MBA
Harbin,V,2.479,0.123,0,0,9.581,1.18769,MBA
Raybrown,Ld,2.748,0.103,0,0,9.888,1.46444,MBA
Sita,Sa,2.174,0.137,0,0,,0.876976,MBA
Ragazza,S,2.8,0.168,0,0,10.085,1.33764,MBA
Bistro,Sa,2.435,0.091,0,0,10.395,1.19966,MBA
Chapman,S,2.266,0.191,0,0,8.429,0.825365,MBA
Immo,S,2.796,0.172,0,0,10.053,1.31958,MBA
Aehlita,S,2.769,0.059,0,0,10.162,1.62316,MBA
Kajov,Sl,2.402,0.037,0,0,9.514,1.30022,MBA
Quincy,S,2.93,0.123,0,0,10.05,1.57348,MBA
Hallstrom,V,2.397,0.089,0,0,9.429,1.18356,MBA
1990 TZ,S,2.427,0.268,0,0,10.573,0.847877,MBA
Sinuhe,Sa,2.769,0.206,0,0,9.85,1.21391,MBA
Pecker,S,2.238,0.155,0,0,8.986,0.904776,MBA
Gokumenon,S,2.765,0.205,0,0,9.902,1.2106,MBA
Patrick Gene,S,2.808,0.135,0,0,9.87,1.41998,MBA
1941 UN,S,2.758,0.337,0,0,8.88,0.850956,MBA
Bradfield,Sq,2.758,0.098,0,0,9.967,1.47867,MBA
Sisyphus,S,1.894,0.538,0,0,13.635,0.104496,APO
Berounka,S,2.794,0.091,0,0,10.384,1.55783,MBA
Huggins,S,2.232,0.079,0,0,8.94,1.06226,MBA
Felix,S,2.339,0.224,0,0,8.563,0.836351,MBA
Nikko,S,2.237,0.106,0,0,8.906,1.01535,MBA
Kochi,Sa,2.795,0.072,0,0,10.815,1.61302,MBA
Messner,Sq,2.791,0.111,0,0,9.956,1.47444,MBA
Mayall,S,1.887,0.111,0,0,13.814,0.693575,IMB
Amici,S,2.69,0.107,0,0,9.919,1.42385,MBA
Kasan,Sr,2.413,0.315,0,0,10.661,0.690212,MCA
Kaula,S,2.735,0.114,0,0,9.808,1.44135,MBA
Wallonia,S,2.18,0.239,0,0,9.527,0.708235,MCA
Kochera,S,2.206,0.058,0,0,8.888,1.08852,MBA
Lorenz,S,2.553,0.191,0,0,9.187,1.07045,MBA
Waland,Ld,2.746,0.053,0,0,10.115,1.61796,MBA
Kathy,S,2.382,0.256,0,0,8.821,0.793273,MBA
Kollontai,Sl,2.213,0.16,0,0,8.572,0.846647,MBA
Dence,S,2.394,0.231,0,0,11.401,0.824948,MBA
Nicholson,S,2.239,0.128,0,0,8.795,0.937573,MBA
Royer,S,2.605,0.046,0,0,11.089,1.50368,MBA
Haas,S,2.808,0.137,0,0,10.16,1.45639,MBA
Fridolin,Sq,2.792,0.097,0,0,10.013,1.53356,MBA
Kobzar,Sq,2.739,0.166,0,0,9.595,1.29244,MBA
Parchomenko,S,2.244,0.135,0,0,8.702,0.950601,MBA
Mongmanwai,S,2.553,0.188,0,0,9.375,1.08502,MBA
Ahnert,S,2.229,0.065,0,0,8.985,1.0925,MBA
Lemaitre,Sq,2.393,0.348,0,0,9.942,0.672667,MCA
WIYN,S,2.244,0.171,0,0,8.552,0.869056,MBA
Sutoku,S,2.691,0.11,0,0,10.544,1.39593,MBA
Atanasoff,Sa,2.694,0.027,0,0,10.331,1.62397,MBA
Mozartia,S,2.293,0.263,0,0,8.123,0.676895,MBA
Armandhammer,Sq,2.349,0.066,0,0,9.41,1.18792,MBA
Oosterhoff,S,2.183,0.203,0,0,8.213,0.736565,MBA
Clapton,S,2.913,0.071,0,0,10.269,1.71715,MBA
van Albada,S,2.241,0.165,0,0,8.525,0.854763,MBA
Somnium,S,2.206,0.196,0,0,8.489,0.781047,MBA
Andres Bello,S,2.203,0.08,0,0,8.903,1.04793,MBA
Patterson,V,2.298,0.104,0,0,9.241,1.04358,MBA
1984 CF,S,2.784,0.101,0,0,10.39,1.53012,MBA
Kirghizia,V,2.449,0.079,0,0,9.494,1.27836,MBA
Balster,S,2.802,0.045,0,0,10.247,1.67057,MBA
Sonja,Sq,2.228,0.275,0,0,7.952,0.61558,MCA
Nancy,S,2.218,0.139,0,0,8.595,0.910612,MBA
Kollaa,V,2.362,0.074,0,0,9.509,1.21562,MBA
Geowilliams,Sk,2.415,0.226,0,0,9.266,0.893731,MBA
Josefa,Sq,2.546,0.279,0,0,9.299,0.829815,MBA
Pogson,S,2.188,0.056,0,0,8.924,1.08174,MBA
Kallavesi,Sl,2.398,0.093,0,0,9.559,1.18184,MBA
Bronnina,S,2.221,0.041,0,0,9.26,1.12539,MBA
Entsuji,S,2.368,0.249,0,0,8.739,0.778018,MBA
Kushiro,Sl,2.811,0.152,0,0,10.091,1.3864,MBA
Hatanaka,Sq,2.791,0.11,0,0,9.912,1.4866,MBA
Vrchlicky,Sl,2.722,0.169,0,0,9.844,1.27532,MBA
Yurilvovia,Ld,2.742,0.109,0,0,9.861,1.44529,MBA
Kierkegaard,Sq,2.81,0.048,0,0,10.326,1.66307,MBA
Matsuyama,S,2.555,0.218,0,0,9.061,0.984447,MBA
Verbitskaya,S,2.807,0.172,0,0,10.092,1.31865,MBA
Patry,Sl,2.234,0.13,0,0,8.733,0.928451,MBA
Jeans,V,2.404,0.218,0,0,8.623,0.871764,MBA
Hyakkai,S,2.756,0.162,0,0,9.723,1.3167,MBA
Cossard,V,2.369,0.061,0,0,9.522,1.21641,MBA
Mach,Sq,2.208,0.032,0,0,9.081,1.13686,MBA
Yinhai,S,2.234,0.194,0,0,8.432,0.795959,MBA
Nemo,S,2.288,0.343,0,0,7.818,0.497032,MCA
Kenreimonin,Sq,2.801,0.067,0,0,10.128,1.59721,MBA
Dimitrov,R,2.44,0.014,0,0,9.648,1.41323,MBA
Ikenozenni,S,2.571,0.318,0,0,8.486,0.746661,MBA
Satpaev,Sl,2.222,0.131,0,0,8.71,0.945907,MBA
Elmer,S,2.79,0.169,0,0,9.941,1.31895,MBA
Boduognat,Sl,2.449,0.156,0,0,9.004,1.08099,MBA
Taihaku,Sa,2.712,0.058,0,0,10.087,1.553,MBA
Sahlia,S,2.207,0.079,0,0,8.951,1.0582,MBA
Galina,Sl,2.395,0.132,0,0,9.503,1.10434,MBA
Studnicka,S,2.776,0.246,0,0,9.474,1.12263,MBA
House,Sq,2.747,0.183,0,0,10.184,1.29561,MBA
Miyazawakenji,S,2.215,0.061,0,0,9.04,1.08571,MBA
Oleshko,S,2.244,0.108,0,0,8.863,0.992295,MBA
Isora,Sq,2.252,0.278,0,0,7.997,0.630956,MCA
1997 CZ5,S,2.295,0.397,0,0,10.147,0.405936,MCA
Holt,S,2.318,0.335,0,0,9.955,0.681246,MCA
Jack London,S,2.196,0.141,0,0,8.55,0.869609,MBA
McCord,S,2.292,0.121,0,0,8.952,1.00768,MBA
1986 QS,S,2.783,0.165,0,0,9.946,1.34799,MBA
Gostin,S,2.225,0.087,0,0,8.889,1.0485,MBA
Delcano,S,2.277,0.177,0,0,8.745,0.861722,MBA
Pels,Sa,2.19,0.156,0,0,8.467,0.832299,MBA
Tanaka,S,2.438,0.014,0,0,9.725,1.41722,MBA
Galya,S,2.524,0.164,0,0,9.189,1.11474,MBA
Ikeya,Sq,2.771,0.16,0,0,9.929,1.35909,MBA
Vanphilos,S,2.367,0.36,0,0,9.876,0.661699,MCA
Kwasan,V,2.382,0.101,0,0,9.269,1.15539,MBA
Donna,Sl,2.387,0.101,0,0,9.19,1.16026,MBA
Beckman,S,2.406,0.397,0,0,9.42,0.608986,MCA
Gefion,Sl,2.784,0.151,0,0,9.999,1.3521,MBA
Doga,Sl,2.762,0.163,0,0,9.723,1.31602,MBA
Kaverznev,S,2.195,0.14,0,0,8.575,0.875415,MBA
Stravinsky,Sa,2.541,0.195,0,0,9.17,1.05392,MBA
Binomi,S,2.351,0.128,0,0,9.064,1.04939,MBA
Charlieparker,S,2.754,0.102,0,0,9.983,1.47226,MBA
Burt,S,2.805,0.173,0,0,9.914,1.32521,MBA
Mawson,Ld,2.375,0.277,0,0,9.262,0.714108,MBA
Griffin,S,2.342,0.312,0,0,9.897,0.767327,MCA
Peltier,V,2.235,0.162,0,0,8.589,0.863198,MBA
Rodari,S,2.193,0.057,0,0,9.055,1.05968,MBA
Hubei,V,2.386,0.128,0,0,9.179,1.07781,MBA
Aubignan,Sa,2.255,0.271,0,0,8.317,0.657321,MCA
Beals,S,2.218,0.045,0,0,9.282,1.13047,MBA
Suzamur,Sq,2.524,0.112,0,0,9.508,1.25952,MBA
Namba,S,2.459,0.048,0,0,9.607,1.33589,MBA
Gekko,Sq,2.796,0.111,0,0,9.913,1.48592,MBA
Huntress,S,2.341,0.203,0,0,8.733,0.884536,MBA
Hamina,Ld,2.346,0.138,0,0,9.405,1.04046,MBA
Paradise,Sa,2.396,0.172,0,0,13.176,1.00007,MBA
Souseki,S,2.416,0.062,0,0,9.498,1.27846,MBA
Watts,S,2.199,0.122,0,0,8.757,0.939414,MBA
Ruzena,S,2.237,0.08,0,0,8.976,1.05062,MBA
Kitezh,V,2.336,0.15,0,0,8.949,0.988022,MBA
Sagan,S,2.195,0.07,0,0,8.83,1.04343,MBA
Jim Young,S,2.244,0.134,0,0,8.736,0.955196,MBA
Kamo,V,2.417,0.062,0,0,9.541,1.28205,MBA
Lewis,V,2.355,0.179,0,0,8.675,0.921688,MBA
Lapalma,V,2.29,0.071,0,0,9.317,1.14321,MBA
Giblin,Sq,2.795,0.109,0,0,9.94,1.48347,MBA
Heilongjiang,S,2.192,0.06,0,0,8.847,1.07635,MBA
Agekian,S,2.543,0.248,0,0,9.091,0.895205,MBA
Knysna,Sq,2.185,0.163,0,0,8.409,0.812575,MBA
Javiergorosabel,S,2.293,0.266,0,0,8.565,0.667252,MBA
Jacliff,R,2.355,0.126,0,0,9.093,1.05947,MBA
Kunimoto,S,2.748,0.094,0,0,10.026,1.49778,MBA
Binzel,Sq,2.251,0.158,0,0,8.684,0.877874,MBA
1990 SV15,Sa,2.736,0.052,0,0,10.101,1.60531,MBA
Linsley,Sa,2.556,0.208,0,0,9.118,1.01666,MBA
Bulgaria,Sr,2.24,0.123,0,0,8.767,0.955978,MBA
Siebold,S,2.222,0.145,0,0,8.62,0.909346,MBA
Mozhaiskij,Ld,2.45,0.049,0,0,9.825,1.34751,MBA
Xerxes,S,2.801,0.162,0,0,10.026,1.34159,MBA
Burbine,S,2.787,0.113,0,0,10.257,1.47891,MBA
Aunus,S,2.202,0.109,0,0,8.751,0.983446,MBA
Morrison,Sl,2.215,0.063,0,0,8.906,1.07803,MBA
Wright,Sl,1.709,0.11,0,0,9.993,0.510856,MCA
Jarre,S,2.238,0.179,0,0,8.481,0.836059,MBA
Stepanov,S,2.204,0.088,0,0,8.926,1.01768,MBA
Banno,S,2.317,0.198,0,0,8.718,0.867442,MBA
Dientzenhofer,Sk,2.29,0.133,0,0,8.785,0.997354,MBA
Zaragoza,S,2.403,0.226,0,0,9.462,0.867465,MBA
Abehiroshi,V,2.396,0.055,0,0,9.429,1.25289,MBA
Dicicco,S,2.274,0.161,0,0,8.689,0.917088,MBA
Vesnina,Sq,2.774,0.133,0,0,10.107,1.43018,MBA
Oozora,S,2.188,0.104,0,0,8.815,0.956229,MBA
Overbeek,S,2.311,0.281,0,0,8.583,0.660019,MCA
Shizukagozen,S,2.725,0.225,0,0,9.467,1.14191,MBA
Vertinskij,S,2.214,0.071,0,0,8.968,1.0761,MBA
Marielukac,S,2.535,0.256,0,0,8.98,0.878608,MBA
Repin,V,2.326,0.156,0,0,8.871,0.95914,MBA
Kagiroino-Oka,Ld,2.769,0.024,0,0,10.28,1.72298,MBA
Savo,Sa,2.19,0.131,0,0,8.511,0.905267,MBA
Tokeidai,S,2.251,0.132,0,0,8.769,0.946618,MBA
Pugovkin,Sa,2.777,0.012,0,0,10.402,1.75796,MBA
Obi,S,2.202,0.214,0,0,8.283,0.728566,MBA
Okutama,Sq,2.539,0.276,0,0,8.73,0.84487,MBA
Dieckvoss,S,2.126,0.115,0,0,8.4,0.86675,MBA
Michela,S,2.358,0.16,0,0,8.756,0.996277,MBA
Fagnes,S,2.225,0.281,0,0,8.274,0.583741,MCA
Newburn,S,2.18,0.116,0,0,8.599,0.91474,MBA
Ida,S,2.861,0.043,0,0,,1.75309,MBA
Bragaria,S,2.224,0.168,0,0,8.499,0.837744,MBA
Kozai,S,1.841,0.2,0,0,17.123,0.639506,MCA
Dorrit,Sa,1.918,0.207,0,0,9.942,0.614921,MCA
Bustelli,S,2.698,0.141,0,0,10.388,1.36934,MBA
Araki,Sl,2.361,0.159,0,0,9.101,0.993888,MBA
Simonenko,S,2.377,0.01,0,0,9.625,1.3592,MBA
Netto,S,2.364,0.212,0,0,8.499,0.869666,MBA
Celle,V,2.416,0.094,0,0,9.357,1.17603,MBA
Fletcher,V,2.411,0.143,0,0,9.211,1.07685,MBA
Trisov,S,2.208,0.186,0,0,8.401,0.790948,MBA
Lepage,V,2.296,0.028,0,0,9.443,1.25084,MBA
Buchwald,S,2.192,0.054,0,0,9.016,1.08634,MBA
Tamines,S,2.228,0.086,0,0,9.026,1.04267,MBA
Incidentia,V,2.474,0.048,0,0,9.729,1.38057,MBA
Pettengill,S,2.167,0.196,0,0,8.192,0.728684,MBA
Tsubame,Sr,2.757,0.093,0,0,10.244,1.50753,MBA
Noel,Sa,2.191,0.086,0,0,8.905,1.01618,MBA
Cuyo,Sl,2.149,0.506,0,0,9.06,0.071629,AMO
2000 UV13,Sq,2.425,0.633,0,0,11.296,0.080375,APO
Tadamori,S,2.223,0.171,0,0,8.486,0.858572,MBA
Asahina,S,2.401,0.374,0,0,9.648,0.676054,MCA
Meiden,S,2.248,0.155,0,0,8.622,0.914948,MBA
Dennisreuter,S,2.268,0.175,0,0,8.818,0.908829,MBA
Goya,Sq,2.757,0.161,0,0,9.654,1.33055,MBA
1992 AX,Sk,1.838,0.278,0,0,7.319,0.377317,MCA
Stekarstrom,S,2.175,0.129,0,0,8.457,0.88945,MBA
Jansky,Sl,2.372,0.159,0,0,8.81,1.01024,MBA
Toutatis,Sk,2.531,0.629,0,0,6.59,0.006099,APO (PHA)
Zdenka,S,2.199,0.104,0,0,8.806,0.962962,MBA
Namiki,Ld,2.621,0.423,0,0,8.264,0.533906,MCA
Nedbal,S,2.345,0.192,0,0,9.039,0.933288,MBA
Couteau,S,2.273,0.246,0,0,8.117,0.707637,MBA
1992 AE1,Sq,2.734,0.194,0,0,9.889,1.22432,MBA
Hissao,Sr,2.248,0.085,0,0,8.942,1.07199,MBA
Fortov,S,2.191,0.176,0,0,8.344,0.790936,MBA
Adamkrafft,Sq,2.314,0.265,0,0,8.146,0.68907,MBA
Julian Loewe,V,2.386,0.096,0,0,9.243,1.17934,MBA
Iwamoto,S,2.256,0.167,0,0,8.77,0.897542,MBA
Efimov,Sa,2.229,0.232,0,0,8.22,0.721261,MBA
Brendalee,S,2.254,0.237,0,0,8.132,0.73879,MBA
Preston,S,2.292,0.22,0,0,10.983,0.866918,MBA
Bocacara,S,2.291,0.086,0,0,9.362,1.1049,MBA
Nikulin,V,2.441,0.132,0,0,9.253,1.12099,MBA
